 /Comments
filename:bats_bacteria_production.dat
contains BATS bacterial production rates for years 1988 - 2012
/NOTE:
The cruise list contains all of the cruises within the specified limits.
However, not all cruises may contain data for the parameters selected.
/Variable list
Id     = Sample Id                                                                               
 A unique bottle id which identifies cruise, cast and bottle number
 9 digit number !####$$@@, where
 !   = Cruise type, 1=BATS core, 2=BATS bloom a, and 3=BATS bloom b, ect.
 #### = Cruise number
 $$  = Cast Number, 1-80=CTD casts, 81-99=Hydrocasts (i.e. 83=Hydrocast number 3)
 @@  = Bottle number
 e.g., 100488108 is BATS core 48, Hydrocast 1, Bottle 8
Id     = Sample Id                                                                               
yymmdd = Year Month Day                                                                          
decy   = Decimal Year  
Lat    = Latitude of water collection
Long   = Longitude of water collection                                                                          
dep1   = Collection depth (m)       
dep2   = Incubation depth (m)        
salt   = salinity from goflo bottle.                                                                              
thy1   = Bacterial growth rate by 3H-Thymidine-sample #1 or mean if no sample 2 or 3 (pmole/l/hr)
thy2   = Bacterial growth rate by 3H-Thymidine-sample #2 (pmole/l/hr)                            
thy3   = Bacterial growth rate by 3H-Thymidine-sample #3 (pmole/l/hr)                            
thy    = Mean Bacterial growth rate by 3H-Thymidine (pmol/l/hr)                                  
/Quality flags
-999 = No data
/Variables
  Id       , 	   yymmdd, 	   decy  ,	  Lat  , 	 Long  ,	dep1, 	   salt, 	  thy1 ,	  thy2 ,	  thy3 ,	  thy  , 
  1002508101	  19901015	 1990.7895	  31.843	  64.163	  1.0	-999.000	   0.430	-999.000	-999.000	   0.430
  1002508102	  19901015	 1990.7895	  31.843	  64.163	 20.0	-999.000	   0.480	-999.000	-999.000	   0.480
  1002508103	  19901015	 1990.7895	  31.843	  64.163	 40.0	-999.000	   0.460	-999.000	-999.000	   0.460
  1002508104	  19901015	 1990.7895	  31.843	  64.163	 60.0	-999.000	   0.790	-999.000	-999.000	   0.790
  1002508105	  19901015	 1990.7895	  31.843	  64.163	 80.0	-999.000	   0.270	-999.000	-999.000	   0.270
  1002508106	  19901015	 1990.7895	  31.843	  64.163	100.0	-999.000	   0.360	-999.000	-999.000	   0.360
  1002508107	  19901015	 1990.7895	  31.843	  64.163	120.0	-999.000	   0.280	-999.000	-999.000	   0.280
  1002508108	  19901015	 1990.7895	  31.843	  64.163	140.0	-999.000	   0.110	-999.000	-999.000	   0.110
  1002608101	  19901106	 1990.8499	  31.818	  64.183	  1.0	-999.000	   0.360	-999.000	-999.000	   0.360
  1002608102	  19901106	 1990.8499	  31.818	  64.183	 20.0	-999.000	   0.120	-999.000	-999.000	   0.120
  1002608103	  19901106	 1990.8499	  31.818	  64.183	 40.0	-999.000	   0.250	-999.000	-999.000	   0.250
  1002608104	  19901106	 1990.8499	  31.818	  64.183	 60.0	-999.000	   0.590	-999.000	-999.000	   0.590
  1002608105	  19901106	 1990.8499	  31.818	  64.183	 80.0	-999.000	   0.080	-999.000	-999.000	   0.080
  1002608106	  19901106	 1990.8499	  31.818	  64.183	100.0	-999.000	   0.020	-999.000	-999.000	   0.020
  1002608107	  19901106	 1990.8499	  31.818	  64.183	120.0	-999.000	   0.040	-999.000	-999.000	   0.040
  1002608108	  19901106	 1990.8499	  31.818	  64.183	140.0	-999.000	   0.020	-999.000	-999.000	   0.020
  1002708101	  19901203	 1990.9238	  31.851	  64.329	  1.0	-999.000	   0.060	-999.000	-999.000	   0.060
  1002708102	  19901203	 1990.9238	  31.851	  64.329	 20.0	-999.000	   0.080	-999.000	-999.000	   0.080
  1002708103	  19901203	 1990.9238	  31.851	  64.329	 40.0	-999.000	   0.050	-999.000	-999.000	   0.050
  1002708104	  19901203	 1990.9238	  31.851	  64.329	 60.0	-999.000	   0.040	-999.000	-999.000	   0.040
  1002708105	  19901203	 1990.9238	  31.851	  64.329	 80.0	-999.000	   0.180	-999.000	-999.000	   0.180
  1002708106	  19901203	 1990.9238	  31.851	  64.329	100.0	-999.000	   0.100	-999.000	-999.000	   0.100
  1002708107	  19901203	 1990.9238	  31.851	  64.329	120.0	-999.000	   0.010	-999.000	-999.000	   0.010
  1002708108	  19901203	 1990.9238	  31.851	  64.329	140.0	-999.000	   0.010	-999.000	-999.000	   0.010
  1002808101	  19910115	 1991.0415	  31.766	  64.135	  1.0	-999.000	   0.190	-999.000	-999.000	   0.190
  1002808102	  19910115	 1991.0415	  31.766	  64.135	 20.0	-999.000	   0.330	-999.000	-999.000	   0.330
  1002808103	  19910115	 1991.0415	  31.766	  64.135	 40.0	-999.000	   0.120	-999.000	-999.000	   0.120
  1002808104	  19910115	 1991.0415	  31.766	  64.135	 60.0	-999.000	   0.310	-999.000	-999.000	   0.310
  1002808105	  19910115	 1991.0415	  31.766	  64.135	 80.0	-999.000	   0.290	-999.000	-999.000	   0.290
  1002808106	  19910115	 1991.0415	  31.766	  64.135	100.0	-999.000	   0.230	-999.000	-999.000	   0.230
  1002808107	  19910115	 1991.0415	  31.766	  64.135	120.0	-999.000	   0.130	-999.000	-999.000	   0.130
  1002808108	  19910115	 1991.0415	  31.766	  64.135	140.0	-999.000	   0.040	-999.000	-999.000	   0.040
  2002808101	  19910130	 1991.0826	  31.848	  64.162	  1.0	-999.000	   0.040	-999.000	-999.000	   0.040
  2002808102	  19910130	 1991.0826	  31.848	  64.162	 20.0	-999.000	   0.050	-999.000	-999.000	   0.050
  2002808103	  19910130	 1991.0826	  31.848	  64.162	 40.0	-999.000	   0.170	-999.000	-999.000	   0.170
  2002808104	  19910130	 1991.0826	  31.848	  64.162	 60.0	-999.000	   0.170	-999.000	-999.000	   0.170
  2002808105	  19910130	 1991.0826	  31.848	  64.162	 80.0	-999.000	   0.010	-999.000	-999.000	   0.010
  2002808106	  19910130	 1991.0826	  31.848	  64.162	100.0	-999.000	   0.010	-999.000	-999.000	   0.010
  2002808107	  19910130	 1991.0826	  31.848	  64.162	120.0	-999.000	   0.110	-999.000	-999.000	   0.110
  2002808108	  19910130	 1991.0826	  31.848	  64.162	140.0	-999.000	   0.050	-999.000	-999.000	   0.050
  2002908101	  19910220	 1991.1401	  31.787	  64.202	  1.0	-999.000	   0.070	-999.000	-999.000	   0.070
  2002908102	  19910220	 1991.1401	  31.787	  64.202	 20.0	-999.000	   0.240	-999.000	-999.000	   0.240
  2002908103	  19910220	 1991.1401	  31.787	  64.202	 40.0	-999.000	   0.300	-999.000	-999.000	   0.300
  2002908104	  19910220	 1991.1401	  31.787	  64.202	 60.0	-999.000	   0.300	-999.000	-999.000	   0.300
  2002908105	  19910220	 1991.1401	  31.787	  64.202	 80.0	-999.000	   0.240	-999.000	-999.000	   0.240
  2002908106	  19910220	 1991.1401	  31.787	  64.202	100.0	-999.000	   0.210	-999.000	-999.000	   0.210
  2002908107	  19910220	 1991.1401	  31.787	  64.202	120.0	-999.000	   0.310	-999.000	-999.000	   0.310
  2002908108	  19910220	 1991.1401	  31.787	  64.202	140.0	-999.000	   0.260	-999.000	-999.000	   0.260
  1003008101	  19910314	 1991.2005	  31.781	  64.205	  1.0	-999.000	   0.270	-999.000	-999.000	   0.270
  1003008102	  19910314	 1991.2005	  31.781	  64.205	 20.0	-999.000	   0.340	-999.000	-999.000	   0.340
  1003008103	  19910314	 1991.2005	  31.781	  64.205	 40.0	-999.000	   0.300	-999.000	-999.000	   0.300
  1003008104	  19910314	 1991.2005	  31.781	  64.205	 60.0	-999.000	   0.390	-999.000	-999.000	   0.390
  1003008105	  19910314	 1991.2005	  31.781	  64.205	 80.0	-999.000	   0.280	-999.000	-999.000	   0.280
  1003008106	  19910314	 1991.2005	  31.781	  64.205	100.0	-999.000	   0.300	-999.000	-999.000	   0.300
  1003008107	  19910314	 1991.2005	  31.781	  64.205	120.0	-999.000	   0.260	-999.000	-999.000	   0.260
  1003008108	  19910314	 1991.2005	  31.781	  64.205	140.0	-999.000	   0.220	-999.000	-999.000	   0.220
  3003008101	  19910405	 1991.2607	  31.735	  64.236	  1.0	-999.000	   0.640	-999.000	-999.000	   0.640
  3003008102	  19910405	 1991.2607	  31.735	  64.236	 20.0	-999.000	   0.940	-999.000	-999.000	   0.940
  3003008103	  19910405	 1991.2607	  31.735	  64.236	 40.0	-999.000	   0.860	-999.000	-999.000	   0.860
  3003008104	  19910405	 1991.2607	  31.735	  64.236	 60.0	-999.000	   0.870	-999.000	-999.000	   0.870
  3003008105	  19910405	 1991.2607	  31.735	  64.236	 80.0	-999.000	   2.090	-999.000	-999.000	   2.090
  3003008106	  19910405	 1991.2607	  31.735	  64.236	100.0	-999.000	   0.290	-999.000	-999.000	   0.290
  3003008107	  19910405	 1991.2607	  31.735	  64.236	120.0	-999.000	   0.130	-999.000	-999.000	   0.130
  3003008108	  19910405	 1991.2607	  31.735	  64.236	140.0	-999.000	   0.120	-999.000	-999.000	   0.120
  1003108101	  19910416	 1991.2910	  31.786	  64.145	  1.0	-999.000	   0.270	-999.000	-999.000	   0.270
  1003108102	  19910416	 1991.2910	  31.786	  64.145	 20.0	-999.000	   0.310	-999.000	-999.000	   0.310
  1003108103	  19910416	 1991.2910	  31.786	  64.145	 40.0	-999.000	   0.470	-999.000	-999.000	   0.470
  1003108104	  19910416	 1991.2910	  31.786	  64.145	 60.0	-999.000	   0.360	-999.000	-999.000	   0.360
  1003108105	  19910416	 1991.2910	  31.786	  64.145	 80.0	-999.000	   0.270	-999.000	-999.000	   0.270
  1003108106	  19910416	 1991.2910	  31.786	  64.145	100.0	-999.000	   0.080	-999.000	-999.000	   0.080
  1003108107	  19910416	 1991.2910	  31.786	  64.145	120.0	-999.000	   0.100	-999.000	-999.000	   0.100
  1003108108	  19910416	 1991.2910	  31.786	  64.145	140.0	-999.000	   0.070	-999.000	-999.000	   0.070
  1003208101	  19910514	 1991.3676	  31.761	  64.914	  1.0	-999.000	   0.240	-999.000	-999.000	   0.240
  1003208102	  19910514	 1991.3676	  31.761	  64.914	 20.0	-999.000	   0.330	-999.000	-999.000	   0.330
  1003208103	  19910514	 1991.3676	  31.761	  64.914	 40.0	-999.000	   0.260	-999.000	-999.000	   0.260
  1003208104	  19910514	 1991.3676	  31.761	  64.914	 60.0	-999.000	   0.390	-999.000	-999.000	   0.390
  1003208105	  19910514	 1991.3676	  31.761	  64.914	 80.0	-999.000	   0.140	-999.000	-999.000	   0.140
  1003208106	  19910514	 1991.3676	  31.761	  64.914	100.0	-999.000	   0.090	-999.000	-999.000	   0.090
  1003208107	  19910514	 1991.3676	  31.761	  64.914	120.0	-999.000	   0.040	-999.000	-999.000	   0.040
  1003208108	  19910514	 1991.3676	  31.761	  64.914	140.0	-999.000	   0.100	-999.000	-999.000	   0.100
  1003308101	  19910619	 1991.4662	  31.724	  64.087	  1.0	-999.000	   0.350	-999.000	-999.000	   0.350
  1003308102	  19910619	 1991.4662	  31.724	  64.087	 20.0	-999.000	   0.500	-999.000	-999.000	   0.500
  1003308103	  19910619	 1991.4662	  31.724	  64.087	 40.0	-999.000	   0.360	-999.000	-999.000	   0.360
  1003308104	  19910619	 1991.4662	  31.724	  64.087	 60.0	-999.000	   0.690	-999.000	-999.000	   0.690
  1003308105	  19910619	 1991.4662	  31.724	  64.087	 80.0	-999.000	   0.930	-999.000	-999.000	   0.930
  1003308106	  19910619	 1991.4662	  31.724	  64.087	100.0	-999.000	   0.260	-999.000	-999.000	   0.260
  1003308107	  19910619	 1991.4662	  31.724	  64.087	120.0	-999.000	   0.080	-999.000	-999.000	   0.080
  1003308108	  19910619	 1991.4662	  31.724	  64.087	140.0	-999.000	   0.020	-999.000	-999.000	   0.020
  1003408101	  19910716	 1991.5401	  31.815	  64.162	  1.0	-999.000	   0.600	-999.000	-999.000	   0.600
  1003408102	  19910716	 1991.5401	  31.815	  64.162	 20.0	-999.000	   0.500	-999.000	-999.000	   0.500
  1003408103	  19910716	 1991.5401	  31.815	  64.162	 40.0	-999.000	   1.010	-999.000	-999.000	   1.010
  1003408104	  19910716	 1991.5401	  31.815	  64.162	 60.0	-999.000	   0.450	-999.000	-999.000	   0.450
  1003408105	  19910716	 1991.5401	  31.815	  64.162	 80.0	-999.000	   0.730	-999.000	-999.000	   0.730
  1003408106	  19910716	 1991.5401	  31.815	  64.162	100.0	-999.000	   0.540	-999.000	-999.000	   0.540
  1003408107	  19910716	 1991.5401	  31.815	  64.162	120.0	-999.000	   0.150	-999.000	-999.000	   0.150
  1003408108	  19910716	 1991.5401	  31.815	  64.162	140.0	-999.000	   0.180	-999.000	-999.000	   0.180
  1003508201	  19910813	 1991.6169	  31.780	  64.200	  1.0	-999.000	   2.650	-999.000	-999.000	   2.650
  1003508202	  19910813	 1991.6169	  31.780	  64.200	 20.0	-999.000	   0.680	-999.000	-999.000	   0.680
  1003508203	  19910813	 1991.6169	  31.780	  64.200	 40.0	-999.000	   0.740	-999.000	-999.000	   0.740
  1003508204	  19910813	 1991.6169	  31.780	  64.200	 60.0	-999.000	   1.270	-999.000	-999.000	   1.270
  1003508205	  19910813	 1991.6169	  31.780	  64.200	 80.0	-999.000	   0.450	-999.000	-999.000	   0.450
  1003508206	  19910813	 1991.6169	  31.780	  64.200	100.0	-999.000	   0.440	-999.000	-999.000	   0.440
  1003508207	  19910813	 1991.6169	  31.780	  64.200	120.0	-999.000	   0.480	-999.000	-999.000	   0.480
  1003508208	  19910813	 1991.6169	  31.780	  64.200	140.0	-999.000	   0.100	-999.000	-999.000	   0.100
  1003708101	  19911008	 1991.7704	  31.728	  64.156	  1.0	-999.000	   1.010	   1.030	   0.850	   0.963
  1003708102	  19911008	 1991.7704	  31.728	  64.156	 20.0	-999.000	   0.670	   0.600	   0.960	   0.743
  1003708103	  19911008	 1991.7704	  31.728	  64.156	 40.0	-999.000	   1.430	   1.030	   0.950	   1.137
  1003708104	  19911008	 1991.7704	  31.728	  64.156	 60.0	-999.000	   1.080	   0.650	   0.740	   0.823
  1003708105	  19911008	 1991.7704	  31.728	  64.156	 80.0	-999.000	   0.280	   0.690	   0.530	   0.500
  1003708106	  19911008	 1991.7704	  31.728	  64.156	100.0	-999.000	   0.160	   0.270	   0.320	   0.250
  1003708107	  19911008	 1991.7704	  31.728	  64.156	120.0	-999.000	   0.070	   0.120	   0.180	   0.123
  1003708108	  19911008	 1991.7704	  31.728	  64.156	140.0	-999.000	   0.160	   0.080	   0.130	   0.123
  1003808101	  19911112	 1991.8663	  31.807	  64.100	  1.0	-999.000	   0.260	   0.270	   0.330	   0.287
  1003808102	  19911112	 1991.8663	  31.807	  64.100	 20.0	-999.000	   0.200	   0.190	   0.490	   0.293
  1003808103	  19911112	 1991.8663	  31.807	  64.100	 40.0	-999.000	   0.660	   0.650	   0.570	   0.627
  1003808104	  19911112	 1991.8663	  31.807	  64.100	 60.0	-999.000	   0.280	   0.500	   0.220	   0.333
  1003808105	  19911112	 1991.8663	  31.807	  64.100	 80.0	-999.000	   0.280	   0.230	   0.270	   0.260
  1003808106	  19911112	 1991.8663	  31.807	  64.100	100.0	-999.000	   0.140	   0.080	   0.110	   0.110
  1003808107	  19911112	 1991.8663	  31.807	  64.100	120.0	-999.000	   0.020	   0.040	   0.030	   0.030
  1003808108	  19911112	 1991.8663	  31.807	  64.100	140.0	-999.000	   0.040	-999.000	   0.070	   0.055
  1003908101	  19911209	 1991.9402	  31.820	  64.188	  1.0	-999.000	   0.340	   0.300	   0.310	   0.317
  1003908102	  19911209	 1991.9402	  31.820	  64.188	 20.0	-999.000	   0.320	   0.200	   0.280	   0.267
  1003908103	  19911209	 1991.9402	  31.820	  64.188	 40.0	-999.000	   0.170	   0.110	   0.110	   0.130
  1003908104	  19911209	 1991.9402	  31.820	  64.188	 60.0	-999.000	   0.300	   0.270	   0.280	   0.283
  1003908105	  19911209	 1991.9402	  31.820	  64.188	 80.0	-999.000	   0.270	   0.340	   0.170	   0.260
  1003908106	  19911209	 1991.9402	  31.820	  64.188	100.0	-999.000	   0.040	   0.030	   0.060	   0.043
  1003908107	  19911209	 1991.9402	  31.820	  64.188	120.0	-999.000	   0.000	   0.000	   0.030	   0.010
  1003908108	  19911209	 1991.9402	  31.820	  64.188	140.0	-999.000	   0.060	   0.020	   0.050	   0.043
  1004008101	  19920109	 1992.0252	  31.457	  64.643	  1.0	-999.000	-999.000	   0.340	   0.260	   0.300
  1004008102	  19920109	 1992.0252	  31.457	  64.643	 20.0	-999.000	   0.130	   0.270	   0.260	   0.220
  1004008103	  19920109	 1992.0252	  31.457	  64.643	 40.0	-999.000	   0.350	   0.400	   0.360	   0.370
  1004008104	  19920109	 1992.0252	  31.457	  64.643	 60.0	-999.000	   0.980	-999.000	   0.260	   0.620
  1004008105	  19920109	 1992.0252	  31.457	  64.643	 80.0	-999.000	   0.310	   0.380	-999.000	   0.345
  1004008106	  19920109	 1992.0252	  31.457	  64.643	100.0	-999.000	   0.210	   0.290	   0.300	   0.267
  1004008107	  19920109	 1992.0252	  31.457	  64.643	120.0	-999.000	   0.180	   0.160	   0.120	   0.153
  1004008108	  19920109	 1992.0252	  31.457	  64.643	140.0	-999.000	   0.090	   0.100	   0.140	   0.110
  2004008201	  19920128	 1992.0772	  31.724	  64.187	  1.0	-999.000	   0.060	-999.000	   0.030	   0.045
  2004008202	  19920128	 1992.0772	  31.724	  64.187	 20.0	-999.000	   0.080	   0.070	   0.080	   0.077
  2004008203	  19920128	 1992.0772	  31.724	  64.187	 40.0	-999.000	-999.000	   0.180	   0.110	   0.145
  2004008204	  19920128	 1992.0772	  31.724	  64.187	 60.0	-999.000	   0.070	   0.060	-999.000	   0.065
  2004008205	  19920128	 1992.0772	  31.724	  64.187	 80.0	-999.000	   0.200	   0.280	   0.380	   0.287
  2004008206	  19920128	 1992.0772	  31.724	  64.187	100.0	-999.000	   0.090	   0.090	   0.090	   0.090
  2004008207	  19920128	 1992.0772	  31.724	  64.187	120.0	-999.000	   0.060	-999.000	   0.150	   0.105
  2004008208	  19920128	 1992.0772	  31.724	  64.187	140.0	-999.000	   0.020	-999.000	-999.000	   0.020
  1004108201	  19920213	 1992.1210	  31.263	  64.411	  1.0	-999.000	   0.130	   0.080	   0.120	   0.110
  1004108202	  19920213	 1992.1210	  31.263	  64.411	 20.0	-999.000	   0.140	   0.160	   0.250	   0.183
  1004108203	  19920213	 1992.1210	  31.263	  64.411	 40.0	-999.000	   0.230	   0.240	   0.150	   0.207
  1004108204	  19920213	 1992.1210	  31.263	  64.411	 60.0	-999.000	   0.180	   0.190	   0.380	   0.250
  1004108205	  19920213	 1992.1210	  31.263	  64.411	 80.0	-999.000	   0.330	   0.200	   0.260	   0.263
  1004108206	  19920213	 1992.1210	  31.263	  64.411	100.0	-999.000	   0.240	   0.240	   0.200	   0.227
  1004108207	  19920213	 1992.1210	  31.263	  64.411	120.0	-999.000	   0.330	   0.170	   0.220	   0.240
  1004108208	  19920213	 1992.1210	  31.263	  64.411	140.0	-999.000	   0.330	-999.000	-999.000	   0.330
  2004108101	  19920225	 1992.1539	  31.850	  64.147	  1.0	-999.000	   0.560	   0.360	   0.310	   0.410
  2004108102	  19920225	 1992.1539	  31.850	  64.147	 20.0	-999.000	   0.290	   0.270	   0.280	   0.280
  2004108103	  19920225	 1992.1539	  31.850	  64.147	 40.0	-999.000	   0.260	   0.140	   0.230	   0.210
  2004108104	  19920225	 1992.1539	  31.850	  64.147	 60.0	-999.000	   0.440	   0.510	   0.450	   0.467
  2004108105	  19920225	 1992.1539	  31.850	  64.147	 80.0	-999.000	   0.300	   0.200	   0.160	   0.220
  2004108106	  19920225	 1992.1539	  31.850	  64.147	100.0	-999.000	   0.090	   0.040	   0.070	   0.067
  2004108107	  19920225	 1992.1539	  31.850	  64.147	120.0	-999.000	   0.080	   0.140	   0.080	   0.100
  2004108108	  19920225	 1992.1539	  31.850	  64.147	140.0	-999.000	   0.010	-999.000	   0.040	   0.025
  1004208201	  19920310	 1992.1918	  31.707	  64.132	  1.0	-999.000	   0.870	   0.710	   0.770	   0.783
  1004208202	  19920310	 1992.1918	  31.707	  64.132	 20.0	-999.000	   0.730	   0.710	-999.000	   0.720
  1004208203	  19920310	 1992.1918	  31.707	  64.132	 40.0	-999.000	   1.380	   0.670	   0.600	   0.883
  1004208204	  19920310	 1992.1918	  31.707	  64.132	 60.0	-999.000	   0.850	   0.700	   0.750	   0.767
  1004208205	  19920310	 1992.1918	  31.707	  64.132	 80.0	-999.000	   0.280	   0.400	   0.440	   0.373
  1004208206	  19920310	 1992.1918	  31.707	  64.132	100.0	-999.000	-999.000	   0.430	-999.000	   0.430
  1004208207	  19920310	 1992.1918	  31.707	  64.132	120.0	-999.000	   0.530	-999.000	-999.000	   0.530
  1004208208	  19920310	 1992.1918	  31.707	  64.132	140.0	-999.000	   0.290	-999.000	   0.760	   0.525
  3004208101	  19920412	 1992.2820	  31.724	  64.119	  1.0	-999.000	   0.400	   0.340	   0.270	   0.337
  3004208102	  19920412	 1992.2820	  31.724	  64.119	 20.0	-999.000	   0.400	   0.460	   0.420	   0.427
  3004208103	  19920412	 1992.2820	  31.724	  64.119	 40.0	-999.000	   0.260	   0.420	   0.400	   0.360
  3004208104	  19920412	 1992.2820	  31.724	  64.119	 60.0	-999.000	   0.300	   0.480	   0.280	   0.353
  3004208105	  19920412	 1992.2820	  31.724	  64.119	 80.0	-999.000	   0.290	   0.300	   0.230	   0.273
  3004208106	  19920412	 1992.2820	  31.724	  64.119	100.0	-999.000	   0.160	   0.000	   0.250	   0.137
  3004208107	  19920412	 1992.2820	  31.724	  64.119	120.0	-999.000	   0.130	   0.210	   0.250	   0.197
  3004208108	  19920412	 1992.2820	  31.724	  64.119	140.0	-999.000	   0.110	   0.170	-999.000	   0.140
  1004308201	  19920421	 1992.3066	  31.717	  64.274	  1.0	-999.000	   1.160	   1.060	   1.140	   1.120
  1004308202	  19920421	 1992.3066	  31.717	  64.274	 20.0	-999.000	   0.420	   0.560	   0.390	   0.457
  1004308203	  19920421	 1992.3066	  31.717	  64.274	 40.0	-999.000	   1.300	   0.810	   0.520	   0.877
  1004308204	  19920421	 1992.3066	  31.717	  64.274	 60.0	-999.000	   0.860	   0.790	   1.050	   0.900
  1004308205	  19920421	 1992.3066	  31.717	  64.274	 80.0	-999.000	   0.910	   1.070	   0.420	   0.800
  1004308206	  19920421	 1992.3066	  31.717	  64.274	100.0	-999.000	   0.440	   0.940	   0.910	   0.763
  1004308207	  19920421	 1992.3066	  31.717	  64.274	120.0	-999.000	   0.420	   0.510	   0.460	   0.463
  1004308208	  19920421	 1992.3066	  31.717	  64.274	140.0	-999.000	-999.000	   0.440	   0.320	   0.380
  1004608101	  19920714	 1992.5360	  31.763	  64.213	  1.0	-999.000	   0.410	   0.560	   0.510	   0.493
  1004608102	  19920714	 1992.5360	  31.763	  64.213	 20.0	-999.000	   0.420	   0.330	-999.000	   0.375
  1004608103	  19920714	 1992.5360	  31.763	  64.213	 40.0	-999.000	   0.840	   0.870	   0.870	   0.860
  1004608104	  19920714	 1992.5360	  31.763	  64.213	 60.0	-999.000	   1.180	   1.110	   0.900	   1.063
  1004608105	  19920714	 1992.5360	  31.763	  64.213	 80.0	-999.000	   0.280	   0.270	   0.530	   0.360
  1004608106	  19920714	 1992.5360	  31.763	  64.213	100.0	-999.000	   1.290	   0.770	   0.820	   0.960
  1004608107	  19920714	 1992.5360	  31.763	  64.213	120.0	-999.000	-999.000	   0.730	   0.820	   0.775
  1004608108	  19920714	 1992.5360	  31.763	  64.213	140.0	-999.000	-999.000	   0.030	   0.050	   0.040
  1004708101	  19920818	 1992.6316	  31.781	  64.185	  1.0	-999.000	   0.300	   0.320	   0.340	   0.320
  1004708102	  19920818	 1992.6316	  31.781	  64.185	 20.0	-999.000	   0.920	   0.960	   1.060	   0.980
  1004708103	  19920818	 1992.6316	  31.781	  64.185	 40.0	-999.000	   0.710	   0.680	   0.510	   0.633
  1004708104	  19920818	 1992.6316	  31.781	  64.185	 60.0	-999.000	   0.740	   0.690	   0.800	   0.743
  1004708105	  19920818	 1992.6316	  31.781	  64.185	 80.0	-999.000	   0.810	-999.000	   0.590	   0.700
  1004708106	  19920818	 1992.6316	  31.781	  64.185	100.0	-999.000	   0.350	   0.390	   0.360	   0.367
  1004708107	  19920818	 1992.6316	  31.781	  64.185	120.0	-999.000	   0.260	   0.270	   0.200	   0.243
  1004708108	  19920818	 1992.6316	  31.781	  64.185	140.0	-999.000	   0.030	   0.070	   0.110	   0.070
  1004808201	  19920917	 1992.7136	  31.307	  64.040	  1.0	-999.000	   1.360	   1.280	   1.310	   1.317
  1004808202	  19920917	 1992.7136	  31.307	  64.040	 20.0	-999.000	   1.320	   1.820	   1.300	   1.480
  1004808203	  19920917	 1992.7136	  31.307	  64.040	 40.0	-999.000	   1.470	   1.490	   1.730	   1.563
  1004808204	  19920917	 1992.7136	  31.307	  64.040	 60.0	-999.000	   2.580	   2.540	   2.170	   2.430
  1004808205	  19920917	 1992.7136	  31.307	  64.040	 80.0	-999.000	   1.440	   1.500	   1.580	   1.507
  1004808206	  19920917	 1992.7136	  31.307	  64.040	100.0	-999.000	   0.340	   0.390	   0.380	   0.370
  1004808207	  19920917	 1992.7136	  31.307	  64.040	120.0	-999.000	-999.000	   0.040	   0.040	   0.040
  1004808208	  19920917	 1992.7136	  31.307	  64.040	140.0	-999.000	   0.310	   0.240	   0.200	   0.250
  1004908101	  19921014	 1992.7874	  31.793	  64.029	  1.0	  36.345	   1.640	   1.660	   1.450	   1.583
  1004908102	  19921014	 1992.7874	  31.793	  64.029	 20.0	  36.344	   1.630	   1.420	   1.620	   1.557
  1004908103	  19921014	 1992.7874	  31.793	  64.029	 40.0	  36.344	   1.530	   1.500	   1.440	   1.490
  1004908104	  19921014	 1992.7874	  31.793	  64.029	 60.0	  36.575	   1.890	   1.850	   1.830	   1.857
  1004908105	  19921014	 1992.7874	  31.793	  64.029	 80.0	  36.699	   0.680	   0.850	-999.000	   0.765
  1004908106	  19921014	 1992.7874	  31.793	  64.029	100.0	  36.669	   0.210	   0.120	   0.150	   0.160
  1004908107	  19921014	 1992.7874	  31.793	  64.029	120.0	  36.636	   0.280	   0.210	   0.190	   0.227
  1004908108	  19921014	 1992.7874	  31.793	  64.029	140.0	  36.624	   0.060	   0.020	   0.150	   0.077
  1005008201	  19921112	 1992.8665	  31.362	  64.297	  1.0	  36.543	   0.580	   0.540	   0.440	   0.520
  1005008202	  19921112	 1992.8665	  31.362	  64.297	 20.0	  36.544	   1.220	   1.470	   1.810	   1.500
  1005008203	  19921112	 1992.8665	  31.362	  64.297	 40.0	  36.543	   1.150	   1.400	   1.230	   1.260
  1005008204	  19921112	 1992.8665	  31.362	  64.297	 60.0	  36.543	   1.780	   1.010	   0.580	   1.123
  1005008205	  19921112	 1992.8665	  31.362	  64.297	 80.0	  36.547	   1.050	   1.330	   1.180	   1.187
  1005008206	  19921112	 1992.8665	  31.362	  64.297	100.0	  36.733	   0.820	-999.000	   0.920	   0.870
  1005008207	  19921112	 1992.8665	  31.362	  64.297	120.0	  36.680	   0.220	-999.000	   0.190	   0.205
  1005008208	  19921112	 1992.8665	  31.362	  64.297	140.0	  36.654	-999.000	   0.090	   0.140	   0.115
  1005108101	  19921209	 1992.9403	  31.785	  64.082	  1.0	  36.576	   0.340	   0.310	   0.330	   0.327
  1005108102	  19921209	 1992.9403	  31.785	  64.082	 20.0	  36.577	   0.430	   0.540	   0.700	   0.557
  1005108103	  19921209	 1992.9403	  31.785	  64.082	 40.0	  36.577	   0.650	   0.730	   0.750	   0.710
  1005108104	  19921209	 1992.9403	  31.785	  64.082	 60.0	  36.578	   0.540	   0.650	   0.660	   0.617
  1005108105	  19921209	 1992.9403	  31.785	  64.082	 80.0	  36.580	   0.680	   0.560	   1.000	   0.747
  1005108106	  19921209	 1992.9403	  31.785	  64.082	100.0	  36.580	   0.590	   0.300	   0.490	   0.460
